verbe,id,auteur,titre,intervale tps,date,page,ctx gauche,mot gauche,ponct G,pivot,ponct D,mot droit,ctx droit
montrer,5594,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,50,"» . Nast enleva son chapeau , releva ses",cheveux,",",montra,,un,visage couvert de sueur ; puis tous deux regardèrent
montrer,5595,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,52,"étrange , presque une sorte d' horreur . Il",avait,,montré,,durant,le putsch de von Kapp qu' il savait s' arranger
montrer,5596,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,53,"ouvriers que la demi-nuit , à son arrivée , lui",avait,,montrés,,avec,une netteté inconnue . était -ce donc ça qu' on
montrer,5597,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,62,"de sa bonté . Tête penchée , le jeune homme",ne,,montrait,,que,ses cheveux blonds presque blancs et son cou - pas
montrer,5598,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,71,", en présence d' un confident , le Maréchal",avait,,montré,,un,"invincible mépris pour Hitler , s' étaient"
montrer,5599,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,76,brasserie dans laquelle ils passèrent la nuit :,Rita,,montrait,,soudain,"une joie exubérante , demandait de l' alcool"
montrer,5600,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,100,"sur la place d' Espagne , il aperçut un Sicilien",qui,,montrait,,un,chien empaillé dont un mécanisme d' horloge
montrer,5601,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,101,"aux bêtes , aux instruments de supplice , dont",on,,montrait,,la,"vie et la mort , la mort surtout dans les mystères du"
montrer,5602,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,109,"pas être . Dans les rues , une misère terne et froide",se,,montrait,",",misère,bien tenue que rien n' extériorisait
montrer,5603,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,112,"recevait son père . Sous leur haut képi , les",soldats,,montraient,,un,visage ravagé et rongé par le froid . Quand ils
montrer,5604,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,121,"il le rappela , et , lui mettant la main sur l' épaule ,",lui,,montra,,l',école à côté de l' église en lui disant qu' il
montrer,5605,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,127,d' Orazio changea brusquement . Jusqu' ici il,avait,,montré,,à,"Nicolas une camaraderie souriante , utilisant les"
montrer,5606,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,129,retenus que par un crampon d' acier . Au moment où,Orazio,,montra,,sa,"tête , il le frappa deux fois par derrière jusqu' à"
montrer,5607,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,134,"... de ce qu' ils appellent le prolétariat , eux (",il,,montra,,les,baraques avec le bras ) . Ils ont précipité la
montrer,5608,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,155,", Rufus entraîna la jeune fille dans sa chambre et",lui,,montra,,«,Rikiki » posée sur la table . Etty tâta la serrure
montrer,5609,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,161,"du monde lui -même , de l' air et de la ville .",Jeannette,,montrait,,en,se vêtant ses seins courts à la pointe violette .
montrer,5610,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,178,"Etty , installée dans une porte cochère :",elle,,montrait,,la,préfecture du doigt . Deux garçons la
montrer,5611,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,181,"et Etty revinrent et , avec des gestes",précipités,",",montrèrent,,une,grange où ils entrèrent en se penchant pour
montrer,5612,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,183,Pascal était de l' autre côté de la mare . Etty,lui,,montra,,Valin,. - Voici Valin qui aidera Picard au journal . En
montrer,5613,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,186,que connaissait Pottier . Celui -ci prit les valises,et,,montra,,des,"banquettes dans le fond . - Oui , ce sera très bien ,"
montrer,5614,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,191,sot » . Cependant il la revit une ou deux fois et elle,ne,,montra,,jamais,qu' elle se souvenait de cette nuit -là . Puis
montrer,5615,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,194,", comme si elle hésitait , prit le bras de Pottier et",lui,,montra,,Valin,": « Tu l' emmènes toi , moi je vais chercher"
montrer,5616,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,200,"mangée dans sa bouche , Nicolas tendit la main",et,,montra,,à,"Etty le contenu du document pris sur le ministre . Lui ,"
montrer,5617,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,208,"pas peur , dit un des Allemands . Il s' indigna . Avait",-il,,montré,,quelque,chose de ce genre ? Il commença à s' expliquer
montrer,5618,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,216,: tu peux compter sur nous . Il déplia le journal et,lui,,montra,,la,"photographie puis elle lut la légende , deux fois de"
montrer,5619,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,217,ou de lettres de prisonniers ; une,affiche,,montrait,,l',Italie avec un escargot orné des couleurs
montrer,5620,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,226,du trottoir avant de repartir . Des étudiants,se,,montrèrent,,dans,"le hall , en silence . Lamm pensa que tout cela"
montrer,5621,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,231,"et l'on aurait pu penser du mal de cette exigence , mais",il,,montra,,dans,"cette circonstance tant de discrétion , tant de"
montrer,5622,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,232,"de l' enfant , dans un petit village des",Hautes-Alpes,",",montre,,son,bon sourire de joueur de pétanque et piaule de
montrer,5623,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,251,"la scène de l' église , Hélène lui a sans",doute,,montré,,une,"attention particulière , mais là-haut n' a"
montrer,5624,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,257,". Je pense qu' il en avait un peu peur . » Alors , le",rire,,montra,,à,"nouveau ses dents , le menton relevé en défi et tout"
montrer,5625,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,262,dans la nuit . - Je n' ai rien dit de tel ...,Elle,,montra,,le,petit marteau . - Ceci n' est pas une arme . Soyez demain
montrer,5626,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,266,s' écroulât ou non . La fougue même de,Gabrielle,,montrait,,qu',"elle croyait , elle aussi , au « Bachelier César"
montrer,5627,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,276,ta Dulcinée si tu y tiens ! Il serra la main de,Valin,",",montra,,le,château derrière les fenêtres duquel les lueurs
montrer,5628,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,289,"en short . Il devait être très tôt , car le soleil",se,,montrait,,à,peine au-dessus des montagnes . En relevant la tête
montrer,5629,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,326,la sagesse de ne rien lui dire sur le moment . Mais,ils,,montrèrent,,tous,"les deux l' un pour l' autre , cette nuit -là , une"
montrer,5630,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,332,"exactement avec lui . Dans ce quartier , chaque",maison,,montrait,",",derrière,"une vitre droite du rez-de-chaussée , une"
montrer,5631,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,340,ma patrie maintenant . - Et ce gosse ? demanda Valin .,Il,,montra,,l',enfant installé sur ses genoux qui lui caressait
montrer,5632,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,347,"il plongeait dans l' aquarium . Il attrapa un poisson ,",le,,montra,,aux,clients avant de l' emporter vers les cuisines . - Je
montrer,5633,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,347,les cuisines . - Je veux une carpe ! dit élisabeth .,Elle,,montrait,,celle,que le maître d' hôtel enlevait de l' aquarium .
montrer,5634,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,356,", chaque matin jusqu' à deux heures . » Il se leva ,",lui,,montra,,les,"pièces où les livres s' empilaient , une cuisine"
montrer,5635,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,363,"et chaude . D' autant qu' en se penchant ,",élisabeth,,montrait,,entre,"sa jupe et son chandail , dans son dos , une peau"
montrer,5636,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,369,sur lequel il inscrivit leurs noms . Enfin il,leur,,montra,,la,porte et ils empruntèrent un escalier en ciment qui
montrer,5637,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,376,au-dessus des champs grisâtres . Les,herbes,,montraient,,encore,la couleur noirâtre des semaines qui suivent
montrer,5638,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,398,"de Schubert . Tu vois cela d' ici , non ? - Je te vois ! Elle",se,,montra,,du,"doigt en souriant . - Oui , moi !... Mais ça vaut mieux"
montrer,5639,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,401,"invités , de la porte , regardèrent en riant .",Pottier,,montra,,sa,tête rougeaude . - Des scènes touchantes . Le «
montrer,5640,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,402,d' assouvir la tendresse qu' il croyait porter .,Aussi,,montrait,,-il,hors du Parti une âme tourmentée comme il sied à
montrer,5641,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,415,Je vais chercher les pilules . Le vieillard se,redressa,",",montra,",",l',"espace d' une seconde , de dos , la taille et l' allure"
montrer,5642,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,418,"rides ... Un jour en recevant Vauban , Nicolas lui",avait,,montré,,les,portraits des grands radicaux accrochés au mur du
montrer,5643,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,421,est née - pendant longtemps il a demandé qu' on ne la,lui,,montre,,pas,. Elle entrait par-derrière pour le regarder ... Et
montrer,5644,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,430,parut la flairer et y entra lentement . Une tête de rat,se,,montra,,là,où l' animal amphibie avait disparu et Nicolas se
montrer,5645,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,434,qui avait fait campagne en Allemagne et en,Indochine,",",montra,,très,"vite de l' amitié pour Valin . Tous les deux ,"
montrer,5646,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,442,: un tremblement parcourut ses reins et son ventre .,Il,,montra,,les,papiers sur la table et Hélène - le docteur ! -
montrer,5647,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,476,"mais cette fois il regardait Nicolas dans les yeux ,",lui,,montrait,,tour,à tour les esclaves attachés avec des bouts de
montrer,5648,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,481,les attaches des palans . Un ou deux marins,se,,montrèrent,",",mains,dans les poches . On mangea sur place . Les
montrer,5649,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,499,"qui court . La fille se retourna , attendit .",Vauban,,montrait,,un,visage sans expression - muscles du menton
montrer,5650,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,513,heures et ils viennent eux aussi voir ce qui se passe .,Il,,montrait,,une,file d' hommes qui apparaissaient dans les pierres
montrer,5651,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,519,", émergeant de la nuit , et y disparaissant à",nouveau,",",montrait,,des,"traits tirés et un nez pincé . Depuis un moment ,"
montrer,5652,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,534,faire ... C' est d' ailleurs à ce moment que Vauban,a,,montré,,qu',il voulait être le « Bachelier César » comme
montrer,5653,DUVIGNAUD Jean,L'Or de La République,1950-1959,1957,536,", écornée par les bombes , Rufus se penchera",et,,montrera,,à,"Frédérique de l' autre côté , en zone"
montrer,5654,GRACQ Julien,Un balcon en forêt,1950-1959,1958,44,. Chacun de ceux qui sont ici vaut mieux que ce qu',il,,montre,",",se,disait Grange exaspéré : les pères de famille
montrer,5655,GRACQ Julien,Un balcon en forêt,1950-1959,1958,46,"les Falizes - les angles de prise de vue ,",excellents,",",montraient,,le,"creux des embrasures , avec la collerette plus"
montrer,5656,GRACQ Julien,Un balcon en forêt,1950-1959,1958,79,. Il faisait maintenant tout à fait sombre . - Si vous,me,,montriez,,votre,"bloc , dit tout à coup le lieutenant , du ton d' un"
montrer,5657,GRACQ Julien,Un balcon en forêt,1950-1959,1958,162,"en grattant à même la tourbière , comme un chien",qui,,montre,,les,crocs . - Tout ça ! ... conclut Hervouët avec une
montrer,5658,SIMON Claude,L'Herbe,1950-1959,1958,135,"pour te montrer ses seins , réponds quoi elle ne",te,,montrait,,pas,"ses seins peut-être , cette tasse de thé à la main"
montrer,5659,SIMON Claude,L'Herbe,1950-1959,1958,137,"comme une tomate , non bien sûr j' invente , elle ne",te,,montrait,,rien,"et tu ne regardais rien , seulement à vous voir on"
montrer,5660,SIMON Claude,L'Herbe,1950-1959,1958,158,"jaunie , comme celles qu' elle ( Marie ) avait un",jour,,montrées,,à,"Louise , conservées dans une de ces longues"
montrer,5661,GIONO Jean,Hortense,1950-1959,1958,834,activités à des achats aux particuliers . S' il,avait,,montré,,la,"moindre faiblesse , il était écrasé sans recours"
montrer,5662,GIONO Jean,Hortense,1950-1959,1958,837,"son fiancé . C' était plus , d' après ce qu'",ils,,montraient,.,Cette,intimité qui se voyait comme le nez au milieu
montrer,5663,GIONO Jean,Hortense,1950-1959,1958,842,tout ce qu' il ne comprenait pas au premier abord ),lui,,montra,,des,récépissés de grossistes et établit devant lui
montrer,5664,GIONO Jean,Hortense,1950-1959,1958,842,la cuirasse quand le petit Méridional rondelet le,lui,,montra,,bien,gentiment . Puisqu' il avait été question d'
montrer,5665,GIONO Jean,Hortense,1950-1959,1958,842,"autre million , ou peut-être même ... et le mari de",Rosa,,montra,,le,fond de ses pensées : il voulait s' agrandir . Les
montrer,5666,GIONO Jean,Hortense,1950-1959,1958,849,acquise et pour la royauté du droit d' aînesse . I1 ne,le,,montra,,toutefois,pas . Il présenta sa fille que celui du
montrer,5667,KESSEL Joseph,Le Lion,1950-1959,1958,19,un visiteur . La malice triomphante de son visage,le,,montrait,,bien,". En même temps , et sans doute pour mieux"
montrer,5668,KESSEL Joseph,Le Lion,1950-1959,1958,28,la joie de contenter un penchant puéril .,Ils,,montraient,,une,profonde exigence et que l' enfant acceptait mal
montrer,5669,KESSEL Joseph,Le Lion,1950-1959,1958,29,"antilopes , et les plus promptes à l' effroi ,",Patricia,,montrait,,celles,qui la recevaient sans crainte . Et chez les tout
montrer,5670,KESSEL Joseph,Le Lion,1950-1959,1958,37,"que cet homme taciturne à l' extrême , et qui",se,,montrait,,par,surcroît d' une réserve farouche envers les
montrer,5671,KESSEL Joseph,Le Lion,1950-1959,1958,39,"grande et blonde , qui portait des lunettes noires ,",se,,montra,,sur,"le seuil . Sans me laisser le temps de la saluer , elle"
montrer,5672,KESSEL Joseph,Le Lion,1950-1959,1958,45,de cuivre . Le goût et le soin le plus attentifs,se,,montraient,,en,toute chose . J' en fis compliment à Sybil . Elle dit
montrer,5673,KESSEL Joseph,Le Lion,1950-1959,1958,58,"de longues années , un vieux camarade . - Je",vous,,montrerai,,des,choses dans ce Parc ... des choses que bien peu de
montrer,5674,KESSEL Joseph,Le Lion,1950-1959,1958,73,pétrir . Patricia n' avait pas besoin de parler :,tout,,montrait,,chez,elle l' exigence de la tendresse et le triomphe de
montrer,5675,KESSEL Joseph,Le Lion,1950-1959,1958,83,"vous a parlé longtemps . - Patricia , dis -je , m'",a,,montré,,de,l' affection ... jusqu' à l' instant où elle s' est
montrer,5676,KESSEL Joseph,Le Lion,1950-1959,1958,98,. Je n' avais pas prononcé le nom de Patricia et n',avais,,montré,,en,rien la déception que m' inspirait son absence . Ils
montrer,5677,KESSEL Joseph,Le Lion,1950-1959,1958,110,écria Sybil sans pouvoir dominer une irritation,qui,,montrait,,que,ses nerfs commençaient à lui désobéir de
montrer,5678,KESSEL Joseph,Le Lion,1950-1959,1958,114,"comme je l' ai fait , même simon chauffeur n' avait",pas,,montré,,tant,"d' obstination . Mais sur l' instant , il me sembla"
montrer,5679,KESSEL Joseph,Le Lion,1950-1959,1958,121,"étudiée , de la modestie apprise qu' elle",avait,,montrées,,la,veille pour le thé de Sybil . Le petit singe Nicolas
montrer,5680,KESSEL Joseph,Le Lion,1950-1959,1958,126,"qui , depuis qu' ils sont nés , des serviteurs noirs",ont,,montré,,une,soumission entière . - Mais ... mais ...
montrer,5681,KESSEL Joseph,Le Lion,1950-1959,1958,127,"formait une tache noire , un trou sanglant .",Patricia,,montra,,d',un signe à Kihoro qu' elle n' avait pas besoin de lui .
montrer,5682,KESSEL Joseph,Le Lion,1950-1959,1958,134,". King , le Roi . Telle fut ma première pensée .",Cela,,montre,,combien,", en cet instant , j' étais mal gardé par la"
montrer,5683,KESSEL Joseph,Le Lion,1950-1959,1958,138,", la retirai . - Mettez -vous ici , dit Patricia .",Elle,,montrait,,un,"carré d' herbes sèches , situé à un pas des"
montrer,5684,KESSEL Joseph,Le Lion,1950-1959,1958,139,qui s' établissaient entre le grand lion et l',homme,,montraient,,qu',ils ne relevaient pas chacun d' un règne interdit
montrer,5685,KESSEL Joseph,Le Lion,1950-1959,1958,145,"et la nuque . Patricia sourit , comblée . King",avait,,montré,,toute,son intelligence et toute sa soumission . - J' ai
montrer,5686,KESSEL Joseph,Le Lion,1950-1959,1958,146,", Patricia poussa la tête du lion de mon côté ,",me,,montra,,du,"doigt et sa gorge émit un son à la fois bas , sourd ,"
montrer,5687,KESSEL Joseph,Le Lion,1950-1959,1958,152,", au mieux , d' une niaiserie désarmante . Mais",Patricia,,montra,,pour,elles l' intérêt le plus vif . était -ce l' effet
montrer,5688,KESSEL Joseph,Le Lion,1950-1959,1958,156,"? demandai -je , et ça ? La photographie que je",tenais,,montrait,,King,dans une clairière en compagnie d' autres lions .
montrer,5689,KESSEL Joseph,Le Lion,1950-1959,1958,157,de Sybil à l' égard de King et la détestation qu',elle,,montrait,,pour,lui un jour plus tôt ? Et le comportement de
montrer,5690,KESSEL Joseph,Le Lion,1950-1959,1958,164,chuchota quelques mots dans sa langue natale .,Kihoro,,montra,,ses,gencives ébréchées dans un rictus féroce et
montrer,5691,KESSEL Joseph,Le Lion,1950-1959,1958,171,"ma tête , je comprenais mieux l' admiration qu'",avait,,montrée,,Patricia,pour ces branchages et ces arceaux sur
montrer,5692,KESSEL Joseph,Le Lion,1950-1959,1958,176,et aux signes par lesquels le vieux pisteur borgne,lui,,montra,,la,nouvelle course que nous avions à suivre ? Celle qu'
montrer,5693,KESSEL Joseph,Le Lion,1950-1959,1958,193,large ? Avec la grande cicatrice au dos ? Je vous l',ai,,montré,,à,l' abreuvoir . C' était vrai . Mais je n' eus pas le
montrer,5694,KESSEL Joseph,Le Lion,1950-1959,1958,196,se mesurer à l' innocence et à l' aisance que,Patricia,,montrait,,pour,se mêler à elles . Des antilopes venaient
montrer,5695,KESSEL Joseph,Le Lion,1950-1959,1958,208,un lion . Sa lance lui avait échappé des mains et il,se,,montrait,,à,découvert sans souci d' être vu . Patricia
montrer,5696,KESSEL Joseph,Le Lion,1950-1959,1958,229,de soleil et toutes roses de plaisir . King lui,avait,,montré,,une,tendresse plus vive encore que de coutume . C'
montrer,5697,KESSEL Joseph,Le Lion,1950-1959,1958,251,ma question et s' écria : - Vous allez me laisser,faire,.,Montrez,,-moi,où sont les provisions . Il y avait dans la hutte -
montrer,5698,KESSEL Joseph,Le Lion,1950-1959,1958,254,"désirer de plus ? D' un geste vague et ample ,",Patricia,,montrait,,la,"brousse , les forêts d' épineux , la neige du"
montrer,5699,KESSEL Joseph,Le Lion,1950-1959,1958,255,"un tour très bizarre . Elle qui , jusque-là , s'",était,,montrée,,sereine,"et tendre et insoucieuse du temps , elle devint"
montrer,5700,KESSEL Joseph,Le Lion,1950-1959,1958,261,le fusil des mains de Kihoro . Et toute son,attitude,,montrait,,qu',il ignorait encore quel serait son plus prochain
montrer,5701,KESSEL Joseph,Le Lion,1950-1959,1958,269,. La passion voisine de l' hystérie qu' elle,avait,,montrée,,auparavant,"pour s' accrocher au Parc royal , elle"
montrer,5702,WIESEL Elie,La Nuit,1950-1959,1958,47,"sommes ici , pas un seul officier ne s' était",encore,,montré,,...,Il était presque minuit . Personne n' avait envie
montrer,5703,WIESEL Elie,La Nuit,1950-1959,1958,103,"de ce travail , nous avertissant que celui qui",se,,montrerait,,oisif,aurait affaire à lui . Mes nouveaux camarades
montrer,5704,WIESEL Elie,La Nuit,1950-1959,1958,122,"dans ce camp . ( À Buna , on haïssait les pipel : ils",se,,montraient,,souvent,plus cruels que les adultes . J' ai vu un jour l'
montrer,5705,WIESEL Elie,La Nuit,1950-1959,1958,152,", le camp avait changé de visage . Les détenus",se,,montraient,,dans,d' étranges accoutrements : on eut dit une
montrer,5706,WIESEL Elie,La Nuit,1950-1959,1958,185,". - Père , lui dis -je , tu ne peux pas rester ici . Je",lui,,montrai,,les,cadavres autour de lui : eux aussi avaient voulu se
montrer,5707,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,167,. On s' accordait à trouver que Paolo Farina s',était,,montré,,en,"tout un mari parfait . Parfait , il l' avait été"
montrer,5708,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,173,Lina Chiari dans l' ascenseur . Le professeur s',était,,montré,,plein,de bonté pour elle ; il lui avait offert de ce
montrer,5709,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,182,. Mais ce n' était point par vanité que Giulio,se,,montrait,,faisant,"la leçon à ce malheureux célèbre , c'"
montrer,5710,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,187,"dénoté de l' avarice , point trop gros , ce qui",eût,,montré,,de,"l' ostentation . Cinq cierges , sous l' oeil attendri"
montrer,5711,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,193,"jeunesse et de beauté lui avait permis de le faire ,",se,,montrait,,envers,les deux fillettes d' un rigorisme qui semblait
montrer,5712,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,193,"sainte Lucie guérît les aveugles , et que Salomé",se,,montrât,,toute,nue en plein ciel durant la nuit de la mi-été .
montrer,5713,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,207,", c' était bien cette femme dont Carlo un jour lui",avait,,montré,,la,"photographie . De plus , ses mains gantées de noir"
montrer,5714,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,214,journaux du soir . - Tu crois leurs mensonges ? - On m',a,,montré,,la,lettre . - Qui ? » Mais elle se jeta sur le journal qui
montrer,5715,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,220,... Passons . Et même en admettant que je me,sois,,montré,,parfois,ineptement exigeant ou sottement habile ...
montrer,5716,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,231,"je pense , dit -elle . La lettre ? - Eh bien ? - Ils te l'",ont,,montrée,.,Donc,tu es encore en rapport avec eux . - Carlo le savait
montrer,5717,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,250,ses pieds sous elle pour les préserver des flaques,et,,montra,,le,"poing au tonnerre . Jeune , la mère Dida avait"
montrer,5718,YOURCENAR Marguerite,Denier du rêve,1950-1959,1959,277,"et de sa gloire , regarda l' heure , exulta d'",avoir,,montré,,au,cours de l' incident de la veille le sang-froid qui
montrer,5719,QUENEAU Raymond,Zazie dans le métro,1950-1959,1959,16,"paisible . Il démarre . On roule un peu , puis",Gabriel,,montre,,le,"paysage d' un geste magnifique . - Ah ! Paris , qu' il"
montrer,5720,QUENEAU Raymond,Zazie dans le métro,1950-1959,1959,69,qu' à venir chez nous à Saint-Montron et je,vous,,montrerais,,un,cahier où j' ai collé tous les articles de
montrer,5721,QUENEAU Raymond,Zazie dans le métro,1950-1959,1959,138,pour qu' il ne s' envolât point avant qu' il leur,eût,,montré,,leur,monument favori dans tous ses détails . Ils ne se
montrer,5722,QUENEAU Raymond,Zazie dans le métro,1950-1959,1959,142,brusquement reporté son admiration sur le,flic,- .,Montrez,,-nous,"vos talents , qu' elle lui dit en accompagnant ces"
montrer,5723,QUENEAU Raymond,Zazie dans le métro,1950-1959,1959,156,à ces problèmes tandis que vêtu d' un tutu,je,,montre,,à,des caves de votre espèce mes cuisses naturellement
montrer,5724,QUENEAU Raymond,Zazie dans le métro,1950-1959,1959,156,en vie et même en pleine prospérité . - Tu leur,as,,montré,,la,Sainte-Chapelle ? - Ils ont eu du pot . C' était en
montrer,5725,QUENEAU Raymond,Zazie dans le métro,1950-1959,1959,163,"croient que c' est ça , Paris . - Tu oublies que je leur",ai,,montré,,la,"Sainte-Chapelle , dit Gabriel fièrement . - Nigaud"
montrer,5726,QUENEAU Raymond,Zazie dans le métro,1950-1959,1959,209,". - Voilà ma carte , dit le type vexé . Et , de loin , il",la,,montre,,à,"Marceline . - Elle est fausse , dit Marceline . ça se"
montrer,5727,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,43,"l' hérésie et conduisaient droit au bûcher ,",ont,,montré,,que,"le mal était toujours là , aussi vivace et fort ..."
montrer,5728,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,44,. Il voit tout ... toujours à l' affût ... et il,les,,montre,,à,"la petite , à sa propre fille , à son petit enfant , qui"
montrer,5729,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,44,"maman mais lui , il épie , il cherche , il découvre et",il,,montre,,à,tous : « Voyez ... qui n' a pas ses petits recoins ...
montrer,5730,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,59,"à sa place , on la reconnaissait aussitôt , on se",la,,montrait,,...,"« L' oncle Albert , tu ne trouves pas , il a un côté"
montrer,5731,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,59,"les gens , les tenait dans le creux de sa main , les",lui,,montrait,",",quand,"il les dessinait d' un trait si juste , si vif , il"
montrer,5732,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,65,"de son père , ce sifflement le jour où ils",avaient,,montré,,qu',ils n' aimaient pas beaucoup la bibliothèque
montrer,5733,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,84,"intimité sont oubliés . Accroupi à ses pieds , il",lui,,montre,",",il,"étale devant elle ses présents , ses offrandes ,"
montrer,5734,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,92,que j' avais vu une fois avec elle ... je te l',ai,,montré,",",une,"fois , au cinéma . - Montalais ? - C' est ça ..."
montrer,5735,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,94,-elle comme ça ? C' est de l' enthousiasme qu' elle,a,,montré,",",un,"désintéressement complet ... - Oui , bien sûr ."
montrer,5736,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,103,âge et elle est plus jeune que nous . C' est elle qui,nous,,montre,,l',avenir . Tandis que toi ... » Elle a envie de pleurer
montrer,5737,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,109,"... Eh bien , la fenêtre avait un rebord , je te l'",avais,,montré,,...,et on trouverait un vieux banc ... toi tu le
montrer,5738,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,129,je ne ferais rien . Ma vie entière en dépend . Qu',elle,,montre,,la,"moindre impatience , qu' elle fronce légèrement"
montrer,5739,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,150,"brutal ... « Faites voir , je ne l' ai pas encore lue",...,,Montrez,,...,"» il la feuillette avec des doigts impatients , il"
montrer,5740,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,162,", qu' ils prennent ces airs écoeurés - cela s'",est,,montré,,...,"juste une trace , une ombre , comme l' ombre des poils"
montrer,5741,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,167,", ils sont sans indulgence , sans pitié , ils le lui",ont,,montré,,chaque,fois qu' il a essayé de s' en remettre à eux ...
montrer,5742,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,190,"leur temps ... Où est ce trésor ? Allons , qu' elle",leur,,montre,,...,Mais quelque chose de plus grand qu' elle -même lui
montrer,5743,SARRAUTE Nathalie,Le Planétarium,1950-1959,1959,194,trop ... Tous à la fois protestent ... Ils s',étaient,,montrés,,patients,", ils ne détestaient pas ce suspens , ces"
